Serial No,Name,Description,Stars,Forks,Last Commit,Repository URL
533,ChamferDistancePytorch,Chamfer Distance in Pytorch with f-score,282,43,2021-01-08T14:58:41Z,https://github.com/ThibaultGROUEIX/ChamferDistancePytorch
534,PyTorchEMD,PyTorch Wrapper for Earth-Mover-Distance (EMD) for 3D point cloud regression,256,52,2023-04-18T09:06:44Z,https://github.com/daerduoCarey/PyTorchEMD
535,chamferdist,Pytorch package to compute Chamfer distance between point sets (pointclouds).,245,45,2023-11-02T01:22:47Z,https://github.com/krrish94/chamferdist
536,CenterNet-MobileNetV3,CenterNet with MobileNetV3 backboned helmet detection based on PyTorch with inference code only.,50,18,2021-07-13T05:42:59Z,https://github.com/YaphetS-X/CenterNet-MobileNetV3
537,cuRadiomics,Extracting Radiomic Features using CUDA for GPU-acceleration,20,4,2021-06-04T17:17:41Z,https://github.com/jiaoyining/cuRadiomics
538,cupc,cuPC: CUDA-based Parallel PC Algorithm for Causal Structure Learning on GPU,15,5,2021-03-19T13:36:30Z,https://github.com/LIS-Laboratory/cupc
539,SBNN,Singular Binarized Neural Network based on GPU Bit Operations (see our SC-19 paper),11,4,2020-12-09T21:21:28Z,https://github.com/uuudown/SBNN
540,vfs,Variational Fisheye Stereo,49,18,2023-06-27T15:21:40Z,https://github.com/menandro/vfs
541,matrix_format_performance,,24,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
542,CUDA-ScanMatcher-ICP,A high performance CUDA implementation of Scan Matching via the Iterative Closest Point Algorithm,147,22,2022-10-04T14:54:55Z,https://github.com/botforge/CUDA-ScanMatcher-ICP
543,CUDA-SfM,A structure from motion implemention in C++ and accelerated using CUDA,43,7,2019-10-12T03:06:42Z,https://github.com/Black-Phoenix/CUDA-SfM
544,Learning-CUDA-10-Programming,"Learning CUDA 10 Programming, published by Packt",34,13,2022-10-31T07:56:22Z,https://github.com/PacktPublishing/Learning-CUDA-10-Programming
545,LOGAN,LOGAN: High-Performance Multi GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
546,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,22,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
547,SAR_CD_DCNet,"Code is for our paper ""Change Detection from Synthetic Aperture Radar Images Based on Channel Weighting-Based Deep Cascade Network,"" IEEE JSTARS 2019",16,8,2021-04-06T05:24:42Z,https://github.com/summitgao/SAR_CD_DCNet
548,CenterNet2TorchScript,centernet pytorch model to torch script model,30,7,2020-02-26T09:58:26Z,https://github.com/xi11xi19/CenterNet2TorchScript
549,gpuPTXModel,GPU Static Modeling using PTX and Deep Structured Learning,12,2,2020-04-01T13:41:50Z,https://github.com/hpc-ulisboa/gpuPTXModel
550,DarkPose,Distribution-Aware Coordinate Representation for Human Pose Estimation,533,79,2021-10-12T23:06:02Z,https://github.com/ilovepose/DarkPose
551,pytorch-edit-distance,Levenshtein edit-distance on PyTorch and CUDA,93,14,2023-01-24T21:06:51Z,https://github.com/1ytic/pytorch-edit-distance
552,solanity,GPU based Solana ed25519 vanity key scanner.,36,6,2019-11-05T21:32:09Z,https://github.com/ChorusOne/solanity
553,pbd-crowd-sim,Implementation of Position-based crowd simulation by T. Weiss et al.,19,4,2020-09-08T20:29:05Z,https://github.com/tomerwei/pbd-crowd-sim
554,mpres-blas,Multiple-precision GPU accelerated linear algebra routines (dense and sparse) based on residue number system,16,2,2022-12-19T06:11:27Z,https://github.com/kisupov/mpres-blas
555,ACMP,Planar Prior Assisted PatchMatch Multi-View Stereo,172,29,2022-11-13T03:45:04Z,https://github.com/GhiXu/ACMP
556,wmma_extension,An extension library of WMMA API (Tensor Core API),57,9,2023-11-24T14:27:17Z,https://github.com/wmmae/wmma_extension
557,2D_and_3D_elastic_reverse_time_migration,2D and 3D elastic reverse time migration using wavefield decomposition and vector-based excitation amplitude imaging condition. ,13,3,2020-06-29T14:48:11Z,https://github.com/GeophysicsLab/2D_and_3D_elastic_reverse_time_migration
558,ggnn,GGNN: State of the Art Graph-based GPU Nearest Neighbor Search,128,19,2021-03-16T10:25:38Z,https://github.com/cgtuebingen/ggnn
559,evert-cuda,A CUDA port of Thurston's evert that path traces a sphere being turned inside out,16,3,2023-02-02T06:04:51Z,https://github.com/etale-cohomology/evert-cuda
560,voice-conversion,Voice conversion using deep adversarial learning,15,7,2021-10-29T16:12:44Z,https://github.com/hubertsiuzdak/voice-conversion
561,GGRG-GPS-SDR,A repository for PyGNSS and CUDARecv -- open-source software defined GPS receivers developed by the Grace Gao Research Group.,11,7,2020-02-10T22:47:22Z,https://github.com/mjp5578/GGRG-GPS-SDR
562,HRNet-for-Fashion-Landmark-Estimation.PyTorch,[DeepFashion2 Challenge] Fashion Landmark Estimation with HRNet,119,20,2021-12-28T06:54:31Z,https://github.com/svip-lab/HRNet-for-Fashion-Landmark-Estimation.PyTorch
563,tSparse,A GPU algorithm for sparse matrix-matrix multiplication,56,15,2020-10-01T14:46:02Z,https://github.com/oresths/tSparse
564,CUDA_study,,41,23,2019-12-20T06:06:31Z,https://github.com/ZihaoZhao/CUDA_study
565,NPB-GPU,NAS Parallel Benchmarks for GPU,16,4,2022-12-01T20:10:32Z,https://github.com/GMAP/NPB-GPU
566,lattice_net,Fast Point Cloud Segmentation Using Permutohedral Lattices,15,5,2023-03-20T22:48:47Z,https://github.com/RaduAlexandru/lattice_net
567,cuda-training-series,Training materials associated with NVIDIA's CUDA Training Series (www.olcf.ornl.gov/cuda-training-series/),289,134,2022-04-04T23:46:10Z,https://github.com/olcf/cuda-training-series
568,CUDA_gemm,A simple high performance CUDA GEMM implementation.,219,25,2023-09-18T05:39:57Z,https://github.com/Cjkkkk/CUDA_gemm
569,spECK,Efficient SpGEMM on GPU using CUDA and CSR,50,13,2023-07-18T09:43:55Z,https://github.com/GPUPeople/spECK
570,Programming_Massively_Parallel_Processors,CUDA 6大并行计算模式 代码与笔记,46,7,2020-07-30T12:53:30Z,https://github.com/Syencil/Programming_Massively_Parallel_Processors
571,deformable-kernels,Deforming kernels to adapt towards object deformation. In ICLR 2020.,201,29,2020-02-12T18:57:37Z,https://github.com/hangg7/deformable-kernels
572,lpn-pytorch,,76,20,2023-01-13T14:48:35Z,https://github.com/zhang943/lpn-pytorch
573,ACSpGEMM,"Repository holding the code base to AC-SpGEMM : ""Adaptive Sparse Matrix-Matrix Multiplication on the GPU""",26,8,2020-07-07T10:47:43Z,https://github.com/GPUPeople/ACSpGEMM
574,torchscript-to-tvm,,63,17,2023-03-04T21:38:53Z,https://github.com/masahi/torchscript-to-tvm
575,seed-reversal-gpu,"GPU code, the first stage in the pipeline to reverse the pack.png seed.",31,8,2020-08-12T07:40:06Z,https://github.com/pack-png-mods/seed-reversal-gpu
576,cuASR,cuASR: CUDA Algebra for Semirings,27,3,2022-08-22T00:04:08Z,https://github.com/hpcgarage/cuASR
577,chunk-to-world-seed,Converts chunk seeds to world seeds,17,4,2020-08-15T13:50:40Z,https://github.com/pack-png-mods/chunk-to-world-seed
578,depthwise-conv-pytorch,Faster depthwise convolutions for PyTorch,53,1,2020-02-20T23:49:40Z,https://github.com/rosinality/depthwise-conv-pytorch
579,Kaktoos,CUDA program to find the tallest possible cacti in Minecraft.,21,12,2020-04-19T17:30:28Z,https://github.com/KaptainWutax/Kaktoos
580,Cuda-Find-Max-Using-Parallel-Reduction,Benchmarks different cuda implementations of maximum-value algorithms. Uses Parallel Reduction design pattern. ,17,3,2020-02-24T14:16:57Z,https://github.com/MaxKotlan/Cuda-Find-Max-Using-Parallel-Reduction
581,CUDA_radix_sort,implementation of floating-point radix sorting based on CUDA,14,3,2020-02-10T10:52:01Z,https://github.com/sty16/CUDA_radix_sort
582,realslam,SLAM library for RealSense T265 and D435i sensors,13,5,2021-05-24T06:32:09Z,https://github.com/menandro/realslam
583,SimpleGPUHashTable,A simple GPU hash table implemented in CUDA using lock free techniques,341,35,2023-09-12T16:31:14Z,https://github.com/nosferalatu/SimpleGPUHashTable
584,modulated-deform-conv,deformable convolution 2D 3D DeformableConvolution DeformConv Modulated Pytorch CUDA,126,16,2021-12-14T09:16:24Z,https://github.com/CHONSPQX/modulated-deform-conv
585,pyronn-torch,PyTorch bindings of PYRO-NN (https://github.com/csyben/PYRO-NN),18,8,2023-04-13T13:41:01Z,https://github.com/theHamsta/pyronn-torch
586,SSRLCV,The UGA SSRL's Computer Vision Software Collection,16,5,2022-11-10T04:12:59Z,https://github.com/uga-ssrl/SSRLCV
587,dynconv,Code for Dynamic Convolutions: Exploiting Spatial Sparsity for Faster Inference (CVPR2020),120,14,2022-01-17T11:57:29Z,https://github.com/thomasverelst/dynconv
588,Subway,Out-of-GPU-Memory Graph Processing with Minimal Data Transfer,44,19,2022-11-15T06:21:32Z,https://github.com/AutomataLab/Subway
589,Object-Detection-Using-YOLO-v2-Deep-Learning,MATLAB example of deep learning based object detection using Yolo v2 with ResNet50 Base Network,35,13,2020-09-29T19:57:45Z,https://github.com/matlab-deep-learning/Object-Detection-Using-YOLO-v2-Deep-Learning
590,Lattice-Boltzmann-Method-GPU,"This program is a GPU version 3D Lattice Boltzmann Method Computational Fluid Dynamics solver to simulate steady/unsteady 3D single-phase flows. Compared with CPU serial code, this GPU code is >200 times faster and has same accuracy. To run it, a NVIDIA GPU with CUDA Toolkit is a must",21,2,2021-06-05T05:02:12Z,https://github.com/Xinhuan-Imperial/Lattice-Boltzmann-Method-GPU
591,nvidia-performance-tools,"Instructions, Docker images, and examples for Nsight Compute and Nsight Systems",117,14,2020-05-19T12:52:34Z,https://github.com/cwpearson/nvidia-performance-tools
592,cuda_learning,Learning cuda codes,69,20,2021-03-23T09:58:07Z,https://github.com/keefeWu/cuda_learning
593,cudaLearningMaterials,cuda编程学习资料,29,8,2020-04-04T10:32:51Z,https://github.com/SeventhBlue/cudaLearningMaterials
594,GSI,"GPU-friendly Subgraph Isomorphism, published in ICDE 2020",26,14,2023-03-05T14:36:56Z,https://github.com/pkumod/GSI
595,k2,"FSA/FST algorithms, differentiable, with PyTorch compatibility.",985,243,2023-12-21T02:38:57Z,https://github.com/k2-fsa/k2
596,ge-spmm,,88,11,2021-07-03T07:29:03Z,https://github.com/hgyhungry/ge-spmm
597,PAMTRI,PAMTRI: Pose-Aware Multi-Task Learning for Vehicle Re-Identification (ICCV 2019) - Official PyTorch Implementation,70,16,2022-11-22T02:42:43Z,https://github.com/NVlabs/PAMTRI
598,C-SAW,A Framework for Graph Sampling and Random Walk on GPUs.,35,7,2022-10-02T07:12:23Z,https://github.com/concept-inversion/C-SAW
599,CARE,CARE: Context-Aware Read Error correction for Illumina reads,17,1,2023-11-01T21:42:15Z,https://github.com/fkallen/CARE
600,SuperVoxelCuda,Cuda implementation of 3D SuperVoxel clustering,14,4,2020-04-14T16:47:18Z,https://github.com/shishenghuang/SuperVoxelCuda
601,warp-ctc-crf,An extension of thu-spmi/CAT which contains a full-fledged implementation of CTC-CRF for Tensorflow.,12,4,2021-07-05T02:07:46Z,https://github.com/TeaPoly/warp-ctc-crf
602,multicoresysu2020,,11,6,2020-08-04T12:35:17Z,https://github.com/lukeluocn/multicoresysu2020
603,deepfashion2-kps-agg-finetune,1st place solution (Team StylingAI Inc. & PKU AIIC) for CVPR 2020 DeepFashion2 Clothes Landmark Detection Track. Aggregation and Finetuning for Clothes Landmark Detection,85,12,2020-05-06T16:11:38Z,https://github.com/lzhbrian/deepfashion2-kps-agg-finetune
604,Trident-Dehazing-Network,NTIRE 2020 NonHomogeneous Dehazing Challenge (CVPR Workshop 2020) 1st Solution.,46,10,2021-01-03T14:19:52Z,https://github.com/lj1995-computer-vision/Trident-Dehazing-Network
605,maxflow-cuda,Implementation of the maximum network flow problem in CUDA.,22,6,2020-12-20T03:19:06Z,https://github.com/PratyushVM/maxflow-cuda
606,ConvolutionBuildingBlocks,GEMM and Winograd based convolutions using CUTLASS,18,3,2020-07-15T12:59:30Z,https://github.com/YashasSamaga/ConvolutionBuildingBlocks
607,tensor-cores-numerical-behavior,Test suite for probing the numerical behavior of NVIDIA tensor cores,16,10,2023-12-19T12:04:30Z,https://github.com/north-numerical-computing/tensor-cores-numerical-behavior
608,cufinufft,"Nonuniform fast Fourier transforms of types 1 and 2, in 1D, 2D, and 3D, on the GPU",78,16,2023-12-08T22:29:44Z,https://github.com/flatironinstitute/cufinufft
609,G3,G3: A Programmable GNN Training System on GPU,41,8,2020-08-29T03:48:56Z,https://github.com/Xtra-Computing/G3
610,hnms,Hashing-based Non-Maximum Suppression,27,4,2020-09-16T03:06:21Z,https://github.com/microsoft/hnms
611,MiniVox,"Code for our ACML and INTERSPEECH papers: ""Speaker Diarization as a Fully Online Bandit Learning Problem in MiniVox"". ",23,5,2021-09-20T05:04:02Z,https://github.com/doerlbh/MiniVox
612,cuDTW,cuDTW++: Ultra-Fast Dynamic Time Warping on CUDA-enabled GPUs,18,2,2020-05-11T11:56:12Z,https://github.com/asbschmidt/cuDTW
613,nextdoor-experiments,,11,1,2022-12-08T08:04:49Z,https://github.com/abhijangda/nextdoor-experiments
614,claymore,,188,30,2023-05-22T14:50:08Z,https://github.com/penn-graphics-research/claymore
615,lattice_net,Fast Point Cloud Segmentation Using Permutohedral Lattices,45,2,2023-03-20T23:02:38Z,https://github.com/AIS-Bonn/lattice_net
616,TCBNN,,23,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
617,NavLab-DPE-SDR,CUDARecv and PyGNSS: open-source DPE-based GPS receiver software developed by the Stanford NAV Laboratory,30,11,2021-05-07T22:37:11Z,https://github.com/Stanford-NavLab/NavLab-DPE-SDR
618,cuda-kmeans,"A novell, highly-optimized CUDA implementation of k-means algorithm.",16,6,2022-03-03T14:02:06Z,https://github.com/krulis-martin/cuda-kmeans
619,GOSH,"An ultra-fast, GPU-based large graph embedding algorithm utilizing a novel coarsening algorithm requiring not more than a single GPU.",16,4,2022-01-03T14:44:30Z,https://github.com/SU-HPC/GOSH
620,humanpose.pytorch,Lightweight mobile humanpose estimation project,13,4,2020-08-18T16:10:23Z,https://github.com/cavalleria/humanpose.pytorch
621,BiLSTM-OCR-PyTorch,BiLSTM WarpCTC OCR Pytorch,11,4,2020-06-12T06:36:56Z,https://github.com/dlunion/BiLSTM-OCR-PyTorch
622,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
623,FRNN,Fixed Radius Nearest Neighbor Search on GPU,141,20,2023-12-20T08:14:18Z,https://github.com/lxxue/FRNN
624,rnnt_decoder_cuda,An efficient implementation of RNN-T Prefix Beam Search in C++/CUDA.,66,9,2020-12-08T14:43:26Z,https://github.com/iamjanvijay/rnnt_decoder_cuda
625,CARAFE,This Repo is the official CUDA implementation of ICCV 2019 Oral paper for CARAFE: Content-Aware ReAssembly of FEatures,53,7,2023-03-29T13:15:55Z,https://github.com/myownskyW7/CARAFE
626,Pytorch-TensorRT-Plugins,Useful plugins for Pytorch1.5+ and TensorRT7/8.,37,4,2021-10-18T09:02:04Z,https://github.com/SsisyphusTao/Pytorch-TensorRT-Plugins
627,CyCNN,,27,8,2022-11-15T01:50:23Z,https://github.com/mcrl/CyCNN
628,DAEC,Train Your Data Processor: Distribution-Aware and Error-Compensation Coordinate Decoding for Human Pose Estimation.,15,2,2021-10-12T23:06:51Z,https://github.com/fyang235/DAEC
629,CUDA-Parallel-Prefix-Sum,Parallel Prefix Sum (Scan) with CUDA.,13,2,2020-07-17T17:39:48Z,https://github.com/TVycas/CUDA-Parallel-Prefix-Sum
630,ADMIRE,,11,5,2022-05-12T07:49:51Z,https://github.com/VU-BEAM-Lab/ADMIRE
631,gpu_graph_algorithms,"Term Project, Parallel Algorithms, Summer 2020, The University of Texas, Austin",23,3,2021-03-26T03:02:52Z,https://github.com/sengorajkumar/gpu_graph_algorithms
632,MarchingCubes,An implemention of parallel marching cubes algorithm by CUDA,11,1,2021-09-23T15:48:25Z,https://github.com/LRLVEC/MarchingCubes
633,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
634,MLSSNet,Learning Deep Multi-Level Similarity for Thermal Infrared Object Tracking,12,4,2021-03-18T04:55:25Z,https://github.com/QiaoLiuHit/MLSSNet
635,Professional-CUDA-C-Programming,Source and solution codes for Professional CUDA C Programming book.,12,6,2020-08-20T01:52:35Z,https://github.com/HangJie720/Professional-CUDA-C-Programming
636,gpu-nms,"This repository contains the CUDA implementation of the paper ""Work-efficient Parallel Non-Maximum Suppression Kernels"".",11,4,2020-08-21T09:46:43Z,https://github.com/hertasecurity/gpu-nms
637,torchsparse,TorchSparse: Efficient Training and Inference Framework for Sparse Convolution on GPUs.,987,117,2023-11-24T05:49:23Z,https://github.com/mit-han-lab/torchsparse
638,CorrelationLayer,Pure Pytorch implementation of Correlation Layer that commonly used in learning based optical flow estimator,30,3,2021-10-27T04:17:43Z,https://github.com/limacv/CorrelationLayer
639,memorable-pgpgen,Fast Memorable PGP key ID Generator using GPU. PGP 靓号生成器，动感 GPU 超速算号,15,1,2020-08-30T16:43:01Z,https://github.com/Victrid/memorable-pgpgen
640,dcnv2_trt,TensorRT plugin forDCNv2 layer in ONNX model,55,14,2020-09-28T17:38:27Z,https://github.com/eweill-nv/dcnv2_trt
641,rational_activations,Rational Activation Functions - Replacing Padé Activation Units,51,11,2023-02-02T09:34:42Z,https://github.com/ml-research/rational_activations
642,CUDA-Guide,CUDA Guide,36,3,2023-06-17T20:07:22Z,https://github.com/mikeroyal/CUDA-Guide
643,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,6,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
644,EMOGI,,11,4,2020-12-04T21:21:37Z,https://github.com/illinois-impact/EMOGI
645,DefTet,Learning Deformable Tetrahedral Meshes for 3D Reconstruction (NeurIPS 2020),147,11,2023-10-23T16:54:15Z,https://github.com/nv-tlabs/DefTet
646,slim,Drop-in replacements for PyTorch nn.Linear for stable learning and inductive priors in physics informed machine learning applications.,16,6,2023-08-19T15:39:44Z,https://github.com/pnnl/slim
647,supersurfel_fusion,"Dense RGB-D SLAM system RGB-D SLAM articulated around a supersurfel-based 3D representation for fast, lightweight and compact mapping in indoor environment.",54,12,2021-04-29T11:17:12Z,https://github.com/BruceCanovas/supersurfel_fusion
648,open-cfxmine,Conflux miner,34,19,2020-12-09T06:55:53Z,https://github.com/Conflux-Chain/open-cfxmine
649,SubgraphMatchGPU,,24,8,2020-10-28T00:07:42Z,https://github.com/guowentian/SubgraphMatchGPU
650,Zen,optimized realtime harmonic/percussive source separation using the GPU (NVIDIA CUDA) and CPU (Intel IPP),18,2,2023-12-22T11:14:05Z,https://github.com/sevagh/Zen
651,gpucfr,GPUCFR is a parallel implementation of Counterfactual Regret Minimization (CFR) in C++ and CUDA C for NVIDIA GPUs.,17,4,2021-03-17T13:22:41Z,https://github.com/janrvdolf/gpucfr
652,bam,,76,17,2023-12-04T16:53:10Z,https://github.com/ZaidQureshi/bam
653,Tensorrt-CV,Using TensorRT for Inference Model Deployment. ,38,9,2023-12-22T10:26:19Z,https://github.com/col-in-coding/Tensorrt-CV
654,recommenders-addons,"Additional utils and helpers to extend TensorFlow when build recommendation systems, contributed and maintained by SIG Recommenders.",529,125,2023-12-20T09:03:18Z,https://github.com/tensorflow/recommenders-addons
655,pmpp__programming_massively_parallel_processors,Examples and exercises from the book Programming Massively Parallel Processors - A Hands-on Approach. David B. Kirk and Wen-mei W. Hwu (Third Edition),12,6,2021-01-21T19:34:30Z,https://github.com/nvixnu/pmpp__programming_massively_parallel_processors
656,FBTT-Embedding,"This is a Tensor Train based compression library to compress sparse embedding tables used in large-scale machine learning models such as recommendation and natural language processing. We showed this library can reduce the total model size by up to 100x in Facebook’s open sourced DLRM model while achieving same model quality. Our implementation is faster than the state-of-the-art implementations. Existing the state-of-the-art library also decompresses the whole embedding tables on the fly therefore they do not provide memory reduction during runtime of the training. Our library decompresses only the requested rows therefore can provide 10,000 times memory footprint reduction per embedding table. The library also includes a software cache to store a portion of the entries in the table in decompressed format for faster lookup and process.",188,28,2022-07-20T21:30:26Z,https://github.com/facebookresearch/FBTT-Embedding
657,CUDAMasterclass,Code base for CUDA Masterclass course,24,18,2020-12-12T07:14:07Z,https://github.com/kasunindikaliyanage/CUDAMasterclass
658,CUDA_AES,Breakthrough AES Performance on CUDA Devices,22,4,2021-12-12T09:14:03Z,https://github.com/cihangirtezcan/CUDA_AES
659,APNN-TC,,14,13,2021-08-26T18:09:30Z,https://github.com/BoyuanFeng/APNN-TC
660,AmpereSparseMatmul,study of Ampere' Sparse Matmul,11,3,2021-01-10T15:59:12Z,https://github.com/lenLRX/AmpereSparseMatmul
661,cuhnsw,CUDA implementation of Hierarchical Navigable Small World Graph algorithm,103,17,2021-04-19T21:16:11Z,https://github.com/js1010/cuhnsw
662,CUDACommunityMeetup2021,,19,1,2022-02-16T09:35:51Z,https://github.com/CUDACommunity/CUDACommunityMeetup2021
663,hpc-training-2021,Repository for training material for the 2021 SDSC HPC User Training Course,19,7,2023-04-16T20:54:31Z,https://github.com/sdsc-hpc-training-org/hpc-training-2021
664,fast-rbd-gradients,"Code supporting the RAL paper ""Accelerating Robot Dynamics Gradients on a CPU, GPU, and FPGA""",18,3,2021-09-14T21:44:45Z,https://github.com/plancherb1/fast-rbd-gradients
665,CUDA-Programs,Examples from Programming in Parallel with CUDA,62,26,2023-03-17T10:36:41Z,https://github.com/RichardAns/CUDA-Programs
666,flyvec,"A biologically inspired method to create sparse, binary word vectors",36,7,2021-12-10T18:00:50Z,https://github.com/bhoov/flyvec
667,Tahoe,Tahoe: Tree Structure-Aware High Performance Inference Engine for Decision Tree Ensemble on GPU,33,6,2022-02-14T23:14:13Z,https://github.com/zhen-xie/Tahoe
668,CTLIB,A lib of CT projector and back-projector based on PyTorch,31,4,2023-02-25T20:10:40Z,https://github.com/xiawj-hub/CTLIB
669,gpu-ntt,Number Theoretic Transform Implementation on GPU for FHE Applications,27,4,2021-02-06T11:39:16Z,https://github.com/SU-CISEC/gpu-ntt
670,EfficientPose,,17,3,2021-01-26T11:21:54Z,https://github.com/hustvl/EfficientPose
671,hip,,13,4,2022-10-05T12:10:28Z,https://github.com/csc-training/hip
672,TorchPQ,Approximate nearest neighbor search with product quantization on GPU in pytorch and cuda,190,18,2023-12-12T23:17:26Z,https://github.com/DeMoriarty/TorchPQ
673,EuroCC_KisOkulu_2021,,15,7,2021-02-09T04:56:20Z,https://github.com/SU-HPC/EuroCC_KisOkulu_2021
674,VISCOPLASTIC-LBM,"LBM (Lattice Boltzmann method) software for flow simulation, using GPU acceleration",14,1,2023-01-25T17:11:22Z,https://github.com/CERNN/VISCOPLASTIC-LBM
675,nvbench,CUDA Kernel Benchmarking Library,334,54,2023-12-15T15:46:55Z,https://github.com/NVIDIA/nvbench
676,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
677,SSTVOS,"Training code for ""SSTVOS: Sparse Spatiotemporal Transformers for Video Object Segmentation""",87,2,2021-11-21T23:52:02Z,https://github.com/dukebw/SSTVOS
678,ACMH,"A simple yet effective PatchMatch MVS method, which is the base model of ACMM and ACMP.",66,15,2022-11-13T03:51:58Z,https://github.com/GhiXu/ACMH
679,GNNAdvisor_OSDI21,Artifact for OSDI'21 GNNAdvisor: An Adaptive and Efficient Runtime System for GNN Acceleration on GPUs.,55,18,2023-03-02T06:59:05Z,https://github.com/YukeWang96/GNNAdvisor_OSDI21
680,lietorch,,606,42,2023-10-20T07:39:01Z,https://github.com/princeton-vl/lietorch
681,di-fusion,[CVPR'21] [Jittor & Pytorch] DI-Fusion: Online Implicit 3D Reconstruction with Deep Priors,119,14,2022-07-12T03:38:34Z,https://github.com/huangjh-pub/di-fusion
682,vectorSparse,,24,10,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
683,qml-lightning,Toolkit containing implementations of GPU-accelerated approximate kernel models and efficient atomic representations. Yields accurate models in lightning-fast time.,12,1,2023-10-12T18:50:50Z,https://github.com/nickjbrowning/qml-lightning
684,Super-resolution-SR-CUDA,High performance SRMD implementation using CUDA.,26,2,2023-03-28T04:50:55Z,https://github.com/MrZihan/Super-resolution-SR-CUDA
685,Optimizing-SGEMM-on-NVIDIA-Turing-GPUs,Optimizing SGEMM kernel functions on NVIDIA GPUs to a close-to-cuBLAS performance.,190,36,2021-11-28T18:35:33Z,https://github.com/yzhaiustc/Optimizing-SGEMM-on-NVIDIA-Turing-GPUs
686,TokenPose,Implementation for : TokenPose: Learning Keypoint Tokens for Human Pose Estimation （https://arxiv.org/abs/2104.03516）. Accepted by ICCV 2021.,108,21,2021-08-31T04:39:37Z,https://github.com/leeyegy/TokenPose
687,CodeSamples,"Code samples for the CUDA tutorial ""CUDA and Applications to Task-based Programming""",59,17,2023-08-14T03:32:59Z,https://github.com/CUDA-Tutorial/CodeSamples
688,Graphchallenge21,graph challenge 2021,27,3,2021-07-09T03:42:50Z,https://github.com/CGCL-codes/Graphchallenge21
689,cuda-multigrid,GPU-Accelerated multigrid solver for Poisson's equation in 2D ,15,6,2021-04-25T06:57:17Z,https://github.com/ooreilly/cuda-multigrid
690,shape_sdf,Simple MLP for representing the SDF of a single shape,12,1,2023-06-30T20:08:12Z,https://github.com/nihalsid/shape_sdf
691,neural-network-cuda,A neural network from scratch in CUDA/C++,41,8,2023-10-06T14:09:42Z,https://github.com/BobMcDear/neural-network-cuda
692,AdvMix,"Official code for our CVPR 2021 paper: ""When Human Pose Estimation Meets Robustness: Adversarial Algorithms and Benchmarks"".",28,9,2021-07-06T09:00:33Z,https://github.com/AIprogrammer/AdvMix
693,tcFFT,,26,9,2021-05-21T12:00:14Z,https://github.com/rox906/tcFFT
694,cuda,,11,2,2021-11-08T04:01:59Z,https://github.com/nightmare2423/cuda
695,kilonerf,Code for KiloNeRF: Speeding up Neural Radiance Fields with Thousands of Tiny MLPs,455,51,2021-06-16T14:27:56Z,https://github.com/creiser/kilonerf
696,ROSEFusion,[SIGGRAPH 2021] ROSEFusion is proposed to tackle the difficulties in fast-motion camera tracking using random optimization with depth information only. ,274,40,2022-11-02T13:50:09Z,https://github.com/jzhzhang/ROSEFusion
697,cuPF,Phase field simulation written in C++,12,4,2023-12-19T02:48:41Z,https://github.com/YigongQin/cuPF
698,RAMA,,70,12,2023-02-23T16:06:10Z,https://github.com/pawelswoboda/RAMA
699,non-exp-transmittance-torch,This repository contains a non-exponential transmittance operator that can be used with PyTorch,16,4,2021-06-09T20:46:10Z,https://github.com/dvicini/non-exp-transmittance-torch
700,dgSPARSE-Lib,PyTorch-Based Fast and Efficient Processing for Various Machine Learning Applications with Diverse Sparsity,86,23,2023-12-04T18:04:14Z,https://github.com/dgSPARSE/dgSPARSE-Lib
701,ckks-gpu-core,,42,14,2021-07-13T04:03:57Z,https://github.com/scale-snu/ckks-gpu-core
702,Pytorch-Depthwise-Conv3d,cuda implementation of depthwise conv3d,19,4,2021-07-14T11:44:06Z,https://github.com/gungui98/Pytorch-Depthwise-Conv3d
703,openCNN,A Winograd Minimal Filter Implementation in CUDA,19,2,2021-08-25T09:10:28Z,https://github.com/UDC-GAC/openCNN
704,SimCC,[ECCV'2022 Oral] PyTorch implementation for: SimCC: a Simple Coordinate Classification Perspective for Human Pose Estimation (http://arxiv.org/abs/2107.03332). Old name: SimDR,282,27,2022-07-17T08:00:20Z,https://github.com/leeyegy/SimCC
705,adaPool,[T-IP 2023] Code for exponential adaptive pooling for PyTorch,68,8,2023-03-27T14:17:42Z,https://github.com/alexandrosstergiou/adaPool
