Serial No,Name,Description,Stars,Forks,Last Commit,Repository URL
23507,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
23508,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
23509,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
23510,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
23511,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
23512,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
23513,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
23514,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
23515,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
23516,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
23517,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
23518,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
23519,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
23520,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
23521,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
23522,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
23523,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
23524,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
23525,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
23526,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
23527,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
23528,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
23529,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
23530,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
23531,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
23532,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
23533,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
23534,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
23535,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
23536,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
23537,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
23538,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
23539,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
23540,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
23541,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
23542,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
23543,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
23544,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
23545,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
23546,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
23547,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
23548,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
23549,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
23550,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
23551,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
23552,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
23553,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
23554,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
23555,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
23556,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
23557,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
23558,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
23559,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
23560,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
23561,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
23562,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
23563,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
23564,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
23565,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
23566,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
23567,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
23568,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
23569,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
23570,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
23571,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
23572,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
23573,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
23574,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
23575,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
23576,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
23577,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
23578,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
23579,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
23580,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
23581,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
23582,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
23583,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
23584,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
23585,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
23586,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
23587,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
23588,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
23589,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
23590,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
23591,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
23592,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
23593,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
23594,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
23595,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
23596,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
23597,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
23598,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
23599,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
23600,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
23601,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
23602,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
23603,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
23604,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
23605,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
23606,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
23607,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
23608,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
23609,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
23610,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
23611,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
23612,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
23613,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
23614,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
23615,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
23616,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
23617,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
23618,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
23619,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
23620,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
23621,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
23622,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
23623,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
23624,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
23625,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
23626,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
23627,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
23628,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
23629,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
23630,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
23631,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
23632,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
23633,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
23634,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
23635,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
23636,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
23637,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
23638,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
23639,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
23640,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
23641,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
23642,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
23643,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
23644,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
23645,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
23646,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
23647,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
23648,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
23649,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
23650,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
23651,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
23652,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
23653,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
23654,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
23655,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
23656,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
23657,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
23658,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
23659,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
23660,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
23661,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
23662,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
23663,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
23664,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
23665,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
23666,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
23667,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
23668,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
23669,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
23670,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
23671,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
23672,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
23673,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
23674,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
23675,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
23676,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
23677,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
23678,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
23679,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
23680,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
23681,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
23682,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
23683,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
23684,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
23685,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
23686,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
23687,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
23688,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
23689,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
